time(s);utilisation(0-1);utilisation_threshold(0-1)0,00,0,00,0,80
300,10,0,03,0,80
600,10,0,00,0,80
900,10,0,00,0,80
1200,10,0,00,0,80
1500,10,0,00,0,80
1800,10,0,00,0,80
2100,10,0,00,0,80
2400,10,0,00,0,80
2700,10,0,00,0,80
3000,10,0,00,0,80
3300,10,0,00,0,80
3600,10,0,00,0,80
3900,10,0,00,0,80
4200,10,0,00,0,80
4500,10,0,00,0,80
4800,10,0,00,0,80
5100,10,0,00,0,80
5400,10,0,00,0,80
5700,10,0,00,0,80
6000,10,0,00,0,80
6300,10,0,00,0,80
6600,10,0,00,0,80
6900,10,0,00,0,80
7200,10,0,00,0,80
7500,10,0,00,0,80
7800,10,0,00,0,80
8100,10,0,00,0,80
8400,10,0,00,0,80
8700,10,0,00,0,80
9000,10,0,00,0,80
9300,10,0,00,0,80
9600,10,0,00,0,80
9900,10,0,00,0,80
10200,10,0,00,0,80
10500,10,0,00,0,80
10800,10,0,00,0,80
11100,10,0,00,0,80
11400,10,0,00,0,80
11700,10,0,00,0,80
12000,10,0,00,0,80
12300,10,0,00,0,80
12600,10,0,00,0,80
12900,10,0,00,0,80
13200,10,0,00,0,80
13500,10,0,00,0,80
13800,10,0,00,0,80
14100,10,0,00,0,80
14400,10,0,00,0,80
14700,10,0,00,0,80
15000,10,0,00,0,80
15300,10,0,00,0,80
15600,10,0,00,0,80
15900,10,0,00,0,80
16200,10,0,00,0,80
16500,10,0,00,0,80
16800,10,0,00,0,80
17100,10,0,00,0,80
17400,10,0,00,0,80
17700,10,0,00,0,80
18000,10,0,00,0,80
18300,10,0,00,0,80
18600,10,0,00,0,80
18900,10,0,00,0,80
19200,10,0,00,0,80
19500,10,0,00,0,80
19800,10,0,00,0,80
20100,10,0,00,0,80
20400,10,0,00,0,80
20700,10,0,00,0,80
21000,10,0,00,0,80
21300,10,0,00,0,80
21600,10,0,00,0,80
21900,10,0,00,0,80
22200,10,0,00,0,80
22500,10,0,00,0,80
22800,10,0,00,0,80
23100,10,0,00,0,80
23400,10,0,00,0,80
23700,10,0,00,0,80
24000,10,0,00,0,80
24300,10,0,00,0,80
24600,10,0,00,0,80
24900,10,0,00,0,80
